,Idade,Genero,UF,Regiao_origem,Nivel Ensino,Area Formacao,Situacao Trabalho,Setor,Trabalha como Gestao,Cargo como Gestor(a),Cargo Atual,Nivel,Faixa Salarial,Insatisfacao com a Empresa,Tempo XP em Dados,Tempo XP em Software,Criterios de escolha trabalho,Forma de trabalho atual,Forma de trabalho desejada,Faixa Salarial_number
1236,42.0,Masculino,PE,,Pós-graduação,Ciências Sociais,Servidor Público,Setor Público,0.0,,Analista de BI/BI Analyst/Analytics Engineer,Júnior,de R$ 12.001/mês a R$ 16.000/mês,,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Flexibilidade de trabalho remoto",Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),16000.0
1237,25.0,Feminino,MG,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,0.0,,Analista de BI/BI Analyst/Analytics Engineer,Pleno,de R$ 8.001/mês a R$ 12.000/mês,,de 2 a 3 anos,de 4 a 5 anos,"Remuneração/Salário, Propósito do trabalho e da empresa, Ambiente e clima de trabalho",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),12000.0
1238,25.0,Masculino,RS,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Telecomunicação,0.0,,Analista de BI/BI Analyst/Analytics Engineer,Pleno,de R$ 1.001/mês a R$ 2.000/mês,"Salário atual não corresponde ao mercado, Não tenho uma boa relação com meu líder/gestor, Falta de maturidade analítica na empresa",de 1 a 2 anos,de 2 a 3 anos,"Ambiente e clima de trabalho, Qualidade dos gestores e líderes, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),2000.0
1239,26.0,Masculino,SP,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,0.0,,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,,Menos de 1 ano,de 4 a 5 anos,"Remuneração/Salário, Flexibilidade de trabalho remoto, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),6000.0
1240,25.0,Masculino,SP,,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,0.0,,Cientista de Dados/Data Scientist,Sênior,de R$ 6.001/mês a R$ 8.000/mês,,de 2 a 3 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Remuneração/Salário, Oportunidade de aprendizado e trabalhar com referências na área, Benefícios",Modelo híbrido com dias fixos de trabalho presencial,Modelo 100% presencial,8000.0
1241,26.0,Masculino,PE,Centro-oeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Indústria,0.0,,Analista de Negócios/Business Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,,Menos de 1 ano,Menos de 1 ano,"Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto, Remuneração/Salário",Modelo 100% remoto,Modelo 100% remoto,4000.0
1242,34.0,Masculino,MG,,Doutorado ou Phd,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Tecnologia/Fábrica de Software,0.0,,Cientista de Dados/Data Scientist,Pleno,de R$ 4.001/mês a R$ 6.000/mês,,de 2 a 3 anos,Menos de 1 ano,"Remuneração/Salário, Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto",Modelo 100% remoto,Modelo 100% remoto,6000.0
1243,24.0,Feminino,MG,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Freelancer,Outro,0.0,,Outro,Júnior,Menos de R$ 1.000/mês,Gostaria de trabalhar em em outra área de atuação,Não tenho experiência na área de dados,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Ambiente e clima de trabalho, Flexibilidade de trabalho remoto, Remuneração/Salário",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),1000.0
1244,51.0,Masculino,SP,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Indústria,0.0,,Outras Engenharias (não inclui dev),Sênior,de R$ 8.001/mês a R$ 12.000/mês,,Mais de 10 anos,de 4 a 5 anos,"Remuneração/Salário, Benefícios, Maturidade da empresa em termos de tecnologia e dados",Modelo 100% presencial,Modelo 100% presencial,12000.0
1245,28.0,Masculino,MG,,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Consultoria,0.0,,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,,de 2 a 3 anos,de 6 a 10 anos,"Plano de carreira e oportunidades de crescimento profissional, Remuneração/Salário, Reputação que a empresa tem no mercado",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),12000.0
1246,34.0,Masculino,SP,,Doutorado ou Phd,Química / Física,Empregado (CLT),Finanças ou Bancos,0.0,,Cientista de Dados/Data Scientist,Júnior,de R$ 6.001/mês a R$ 8.000/mês,,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Propósito do trabalho e da empresa,Modelo híbrido com dias fixos de trabalho presencial,Modelo 100% remoto,8000.0
1247,31.0,Masculino,SP,,Graduação/Bacharelado,Outras Engenharias,Empregado (CLT),Telecomunicação,0.0,,Outras Engenharias (não inclui dev),Sênior,de R$ 6.001/mês a R$ 8.000/mês,"Falta de oportunidade de crescimento no emprego atual, Salário atual não corresponde ao mercado, Gostaria de trabalhar em em outra área de atuação",de 2 a 3 anos,de 2 a 3 anos,"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Maturidade da empresa em termos de tecnologia e dados",Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),8000.0
1248,25.0,Masculino,PR,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,0.0,,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,,de 2 a 3 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto,Modelo 100% remoto,6000.0
1249,25.0,Masculino,PR,,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Finanças ou Bancos,0.0,,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,"Salário atual não corresponde ao mercado, Gostaria de trabalhar em em outra área de atuação",de 2 a 3 anos,de 2 a 3 anos,"Remuneração/Salário, Flexibilidade de trabalho remoto, Oportunidade de aprendizado e trabalhar com referências na área",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),6000.0
1250,51.0,Masculino,SC,Sul,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Servidor Público,Setor Público,0.0,,Analista de Dados/Data Analyst,Júnior,de R$ 8.001/mês a R$ 12.000/mês,"Gostaria de trabalhar em em outra área de atuação, Falta de oportunidade de crescimento no emprego atual, Falta de maturidade analítica na empresa",de 2 a 3 anos,Mais de 10 anos,"Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto, Ambiente e clima de trabalho",Modelo híbrido com dias fixos de trabalho presencial,Modelo 100% remoto,12000.0
1251,34.0,Feminino,SC,Sudeste,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Tecnologia/Fábrica de Software,0.0,,Analista de BI/BI Analyst/Analytics Engineer,Pleno,de R$ 4.001/mês a R$ 6.000/mês,,de 6 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Remuneração/Salário, Maturidade da empresa em termos de tecnologia e dados, Propósito do trabalho e da empresa",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),6000.0
1252,34.0,Masculino,SP,,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,Empregado (CLT),Área da Saúde,0.0,,Analista de Inteligência de Mercado/Market Intelligence,Sênior,de R$ 6.001/mês a R$ 8.000/mês,Falta de maturidade analítica na empresa,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Flexibilidade de trabalho remoto",Modelo 100% presencial,Modelo híbrido com dias fixos de trabalho presencial,8000.0
1253,34.0,Masculino,SP,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,0.0,,Analista de BI/BI Analyst/Analytics Engineer,Sênior,de R$ 12.001/mês a R$ 16.000/mês,,Mais de 10 anos,de 4 a 5 anos,"Maturidade da empresa em termos de tecnologia e dados, Remuneração/Salário, Flexibilidade de trabalho remoto",Modelo 100% remoto,Modelo 100% remoto,16000.0
1254,37.0,Feminino,Exterior,,Doutorado ou Phd,Ciências Biológicas/Farmácia/Medicina/Área da Saúde,Vivo fora do Brasil e trabalho para empresa de fora do Brasil,Educação,0.0,,Outro,Júnior,de R$ 12.001/mês a R$ 16.000/mês,,de 6 a 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional, Flexibilidade de trabalho remoto",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),16000.0
1255,25.0,Masculino,CE,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,0.0,,Analista de BI/BI Analyst/Analytics Engineer,Pleno,de R$ 6.001/mês a R$ 8.000/mês,,de 2 a 3 anos,de 1 a 2 anos,"Propósito do trabalho e da empresa, Oportunidade de aprendizado e trabalhar com referências na área, Plano de carreira e oportunidades de crescimento profissional",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),8000.0
1256,25.0,Masculino,MG,,Pós-graduação,Outras Engenharias,Empregado (CLT),Varejo,0.0,,Analista de BI/BI Analyst/Analytics Engineer,Pleno,de R$ 2.001/mês a R$ 3000/mês,"Salário atual não corresponde ao mercado, Falta de maturidade analítica na empresa, O clima de trabalho/ambiente não é bom",de 2 a 3 anos,de 1 a 2 anos,"Remuneração/Salário, Ambiente e clima de trabalho, Maturidade da empresa em termos de tecnologia e dados",Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),3000.0
1257,24.0,Masculino,SP,Nordeste,Estudante de Graduação,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Tecnologia/Fábrica de Software,0.0,,Analista de BI/BI Analyst/Analytics Engineer,Pleno,de R$ 3.001/mês a R$ 4.000/mês,,de 2 a 3 anos,de 2 a 3 anos,Propósito do trabalho e da empresa,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),4000.0
1258,28.0,Masculino,SP,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Área da Saúde,0.0,,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,,de 2 a 3 anos,Menos de 1 ano,"Remuneração/Salário, Propósito do trabalho e da empresa, Flexibilidade de trabalho remoto",Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),12000.0
1259,35.0,Feminino,SP,,Doutorado ou Phd,Ciências Biológicas/Farmácia/Medicina/Área da Saúde,Empregado (CLT),Tecnologia/Fábrica de Software,0.0,,Engenheiro de Dados/Data Engineer,Júnior,de R$ 3.001/mês a R$ 4.000/mês,Falta de maturidade analítica na empresa,Menos de 1 ano,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Propósito do trabalho e da empresa,Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),4000.0
1260,23.0,Masculino,SP,,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Varejo,0.0,,Analista de Dados/Data Analyst,Sênior,de R$ 6.001/mês a R$ 8.000/mês,,de 1 a 2 anos,Menos de 1 ano,"Plano de carreira e oportunidades de crescimento profissional, Remuneração/Salário, Ambiente e clima de trabalho",Modelo 100% remoto,Modelo híbrido flexível (o funcionário tem liberdade para escolher quando estar no escritório presencialmente),8000.0
1261,39.0,Masculino,RS,Nordeste,Mestrado,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Área da Saúde,0.0,,Arquiteto de Dados,Sênior,de R$ 12.001/mês a R$ 16.000/mês,,de 6 a 10 anos,Mais de 10 anos,"Remuneração/Salário, Maturidade da empresa em termos de tecnologia e dados, Flexibilidade de trabalho remoto",Modelo 100% remoto,Modelo 100% remoto,16000.0
1262,41.0,Masculino,DF,Norte,Mestrado,Estatística/ Matemática / Matemática Computacional,Empregado (CLT),Finanças ou Bancos,0.0,,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês,,Mais de 10 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Oportunidade de aprendizado e trabalhar com referências na área, Flexibilidade de trabalho remoto, Maturidade da empresa em termos de tecnologia e dados",Modelo 100% remoto,Modelo híbrido com dias fixos de trabalho presencial,16000.0
1263,35.0,Masculino,PE,,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação/ TI,Empregado (CLT),Tecnologia/Fábrica de Software,0.0,,Analista de Negócios/Business Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,,de 1 a 2 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,Propósito do trabalho e da empresa,Modelo híbrido com dias fixos de trabalho presencial,Modelo híbrido com dias fixos de trabalho presencial,4000.0
1264,30.0,Masculino,SP,,Pós-graduação,Estatística/ Matemática / Matemática Computacional,Empregado (CLT),Tecnologia/Fábrica de Software,0.0,,Analista de Dados/Data Analyst,Sênior,de R$ 12.001/mês a R$ 16.000/mês,,de 6 a 10 anos,Menos de 1 ano,"Remuneração/Salário, Plano de carreira e oportunidades de crescimento profissional, Flexibilidade de trabalho remoto",Modelo 100% remoto,Modelo 100% remoto,16000.0
1265,32.0,Masculino,SP,,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,Empregado (CLT),Varejo,0.0,,Outro,Sênior,de R$ 8.001/mês a R$ 12.000/mês,,de 4 a 5 anos,Não tive experiência na área de TI/Engenharia de Software antes de começar a trabalhar na área de dados,"Remuneração/Salário, Benefícios, Maturidade da empresa em termos de tecnologia e dados",Modelo 100% remoto,Modelo 100% remoto,12000.0
